,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pihm_flooding_netcdf,PIHM flooding to netcdf,PIHM flooding to netcdf transformation,pihm_flooding_netcdf_pihm-modelInfo;pihm_flooding_netcdf_pihm_surf,pihm_flooding_netcdf_pihm-flooding-netcdf,pihm_flooding_netcdf_start-date;pihm_flooding_netcdf_flooding-threshold;pihm_flooding_netcdf_ouput_end_date_range;pihm_flooding_netcdf_ouput_start_date_range,,,,,mintproject/isi-dtran:2.0,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_flooding_netcdf/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_flooding_netcdf/pihm_flooding_netcdf.zip,,,,,,,,,,,,,,,,,
pihm_to_netcdf,PIHM to NetCDF,Transformation of PIHM outputs to NetCDF,pihm_to_netcdf_model_info;pihm_to_netcdf_surf;pihm_to_netcdf_infil,pihm_to_netcdf_netcdf,pihm_to_netcdf_start_date;pihm_to_netcdf_grid_space;pihm_to_netcdf_end_date,,,,,mintproject/isi-dtran:2.4,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_to_netcdf/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_to_netcdf/pihm_to_netcdf.zip,,,,,,,,,,,,,,,,,
fldas_to_pihm,FLDAS transformation to PIHM configuration,FLDAS data download configuration,fldas_to_PIHM_fldas_weather_data;fldas_to_PIHM-gisdata,fldas_to_PIHM_force_file,fldas_to_pihm_end-date;fldas_to_pihm_start-date,,,,,mintproject/pihm:latest,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/fldas_to_pihm/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/fldas_to_pihm/fldas_to_pihm.zip,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cycles_to_crop_merge_multiple_points,Cycles to crop merge,Script that merges a multiple points in one file,crop_yields,crop_yield_merged,,,,,,mintproject/base-ubuntu18:latest,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/cycles_to_crop_merge_multiple_points/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/cycles_to_crop_merge_multiple_points/cycles_to_crop_merge_multiple_points.zip,,,,,,,,,,,,,,,,,
cycles_outputs,Cycles outputs to visualization,Script to group cycles outputs for visualization,cycles_outputs_season;cycles_outputs_weather,cycles_outputs_cycles_outputs,,,,,,,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/cycles_outputs/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/cycles_outputs/cycles_outputs.zip,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
river_depth_estimation,River depth estimation configuration,Remote sensing component to calculate the depth of a river,river_depth_estimation_remote_sensing_data,river_depth_estimation_river_depth_data,river_depty_estimation_basin_id,,,,,,,,,,,,,,,,,,,,,,,,,
river_depth_preprocessing,River depth estimation preprocessing configuration,Remote sensing workflow preprocessing,river_data,remote_sensing_data,river_depth_start_date;river_depth_end_date;river_depth_basin_id;river_depth_numsamples,,,,,,,,,,,,,,,,,,,,,,,,,
