https://w3id.org/okn/o/sd#Parameter,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#hasDataType,https://w3id.org/okn/o/sd#hasDefaultValue,https://w3id.org/okn/o/sd#hasMaximumAcceptedValue,https://w3id.org/okn/o/sd#hasMinimumAcceptedValue,https://w3id.org/okn/o/sd#position,https://w3id.org/okn/o/sd#recommendedIncrement,https://w3id.org/okn/o/sd#usesUnit,https://w3id.org/okn/o/sdm#relevantForIntervention,https://w3id.org/okn/o/sd#adjustsVariable,https://w3id.org/okn/o/sd#hasFixedValue,https://w3id.org/okn/o/sd#hasAcceptedValues
71dcc314-cc42-4558-87cc-a10eff1d5903,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
787d103b-5dbd-4f85-b019-4e09df7f75e6,,DEM_yres_arcsecs,,,30,,,7,,,,,,
7935a7d7-2ca4-4a49-9409-81657686c226,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
7a3b687a-dc5b-49f6-83de-5b729f00672e,,DEM_xres_arcsecs,,,30,,,6,,,,,,
7b67b451-f9ae-432d-aa5b-c6f0d84dd893,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
7b857113-18c1-4717-a313-98473eae2457,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
8400fef9-aa86-439b-ad1e-416dae64bbd7,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
8a55d7b8-58fa-4160-a4de-cff2d787b8de,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
92261c6d-2b31-4701-b5df-40fd124db2f4,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
95aad77e-7765-4a07-85d7-fbcaa1c96937,,DEM_yres_arcsecs,,,30,,,7,,,,,,
9efc2f01-526b-4b4e-8b97-a9c91f999dae,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
a9ad5375-38b7-4690-91b9-c4b5489db3a5,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
aa1855aa-d532-4208-970c-cadb972b87aa,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
b0,,P2,text,string,Some example text,,,2,,,,,,
b0027a27-4741-42d9-8196-377363a45de3,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
b1,,Parameter 1,DESC 1,int,3,6,0,1,,day,,,,
b2,,P2,text,string,Some example text,,,2,,,,,,
b3,,Parameter 1,DESC 1,int,3,6,0,1,,day,,,,
b8b88204-9f45-462d-80cd-56085f231e5b,,range_end_time,,string,2011-01-02 00:00:00,,,6,,,,,,
bc902abc-0c6c-4061-83ac-f6b913d74fb7,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
c2afa55c-fcd2-4457-97a1-534f69fd594c,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
c2fb4ed2-e56c-4444-a7b1-b5058322b019,,unit_multifier,,,3600,,,8,,,,,,
climcomp_datasource,https://w3id.org/wings/export/MINT#DataSource,dataset_source,dataset source,string,FLDAS,,,1,,,,,,
climcomp_flagP,https://w3id.org/wings/export/MINT#FlagP,flagP,flag P,string,Rainf_f_tavg,,,2,,,,,,
climcomp_flagP_T,,,,,,,,,,,,,,
climcomp_max_lat,https://w3id.org/wings/export/MINT#MaxLatitude,max_lat,maximum latitude,float,9.335303,,,6,,degree,,,,
climcomp_max_lon,https://w3id.org/wings/export/MINT#MaxLongitude,max_lon,maximum longitude,float,27.74012,,,4,,degree,,,,
climcomp_max_month,https://w3id.org/wings/export/MINT#MaxMonth,max_month,maximum month,float,8,,,8,,month,,,,
climcomp_min_lat,https://w3id.org/wings/export/MINT#MinLatitude,min_lat,minimum latitude,float,6.700375,,,5,,degree,,,,
climcomp_min_lon,https://w3id.org/wings/export/MINT#MinLongitude,min_lon,minimum longitude,float,24.15235,,,3,,degree,,,,
climcomp_min_month,https://w3id.org/wings/export/MINT#MinMonth,min_month,minimum month,float,6,,,7,,month,,,,
climcomp_year,https://w3id.org/wings/export/MINT#ClimCompYear,year,year,float,2017,,,9,,year,,,,
cycles-0.10.2-alpha-collection-oromia-single-point_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame;Teff;SpringWheat;SpringBarley
cycles-0.10.2-alpha-collection-oromia-single-point_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.10.2-alpha-collection-oromia-single-point_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.10.2-alpha-collection-oromia-single-point_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.10.2-alpha-collection-oromia-single-point_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.10.2-alpha-collection-oromia-single-point_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.10.2-alpha-collection-oromia-single-point_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.10.2-alpha-collection-oromia-single-point_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.10.2-alpha-collection-oromia_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame;Teff;SpringWheat;SpringBarley
cycles-0.10.2-alpha-collection-oromia_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.10.2-alpha-collection-oromia_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.10.2-alpha-collection-oromia_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.10.2-alpha-collection-oromia_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.10.2-alpha-collection-oromia_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.10.2-alpha-collection-oromia_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.10.2-alpha-collection-oromia_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.10.2-alpha-collection_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame;Teff;SpringWheat;SpringBarley
cycles-0.10.2-alpha-collection_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.10.2-alpha-collection_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.10.2-alpha-collection_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.10.2-alpha-collection_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.10.2-alpha-collection_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.10.2-alpha-collection_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.10.2-alpha-collection_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-ethiopia-multiple-points_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-ethiopia-weather_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-ethiopia-weather_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-ethiopia-weather_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-ethiopia_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-ethiopia_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-ethiopia_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-ethiopia_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-ethiopia_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-ethiopia_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-ethiopia_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-ethiopia_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-pongo-multple-points_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-pongo-multple-points_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-pongo-weather_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-pongo-weather_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-pongo-weather_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-pongo-weather_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-pongo-weather_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-pongo-weather_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-pongo-weather_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-pongo-weather_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-pongo_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-pongo_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-pongo_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2017,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-pongo_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-pongo_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,100,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-pongo_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,2000,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-pongo_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-pongo_weed_fraction,https://w3id.org/wings/export/MINT#CyclesWeedFraction,weed_fraction,"Areal fraction of weed: 0.05 is low, 0.25 is moderate, 1 is high, and 2 is the maximum (after 2 there will be no response from the model)",float,0.05,2,0,7,0.25,,weedControl,cycles_fraction,,
cycles-0.9.4-alpha-advanced-texas-weather_crop_name,https://w3id.org/wings/export/MINT#CyclesCropName,crop_name,"Name of the crop to run the simulation for. Accepted values are: Maize,Sorghum,Peanut,Sesame,Teff,SpringWheat,SpringBarley",string,Maize,,,3,,,,cycles_crop_name,,Maize;Sorghum;Peanut;Sesame
cycles-0.9.4-alpha-advanced-texas-weather_end_planting_day,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,end_planting_day,Day of the year for the end of the planting window,int,149,365,1,5,,day,plantingWindows,cycles_end_doy,,
cycles-0.9.4-alpha-advanced-texas-weather_end_year,https://w3id.org/wings/export/MINT#CyclesEndYear,end_year,Year when the simulation ends,int,2018,,,2,,year,,cycles_end_year,,
cycles-0.9.4-alpha-advanced-texas-weather_fertilizer_rate,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,fertilizer_rate,Mass of nitrogen fertilizer added each year (kg/ha). The model will multiply the mass by the concentration of the fertilizer (0.32). Teff crops should not surpass 312.5kg/ha,float,0,1250,0,6,,kg ha-1,,cycles_mass,,
cycles-0.9.4-alpha-advanced-texas-weather_start_planting_day,https://w3id.org/wings/export/MINT#CyclesStartPlantingDay,start_planting_day,Day of the year for the start of the planting window,int,110,365,1,4,,day,plantingWindows,cycles_doy,,
cycles-0.9.4-alpha-advanced-texas-weather_start_year,https://w3id.org/wings/export/MINT#CyclesStartYear,start_year,Year when the simulation starts,int,1984,,,1,,year,,cycles_start_year,,
cycles-0.9.4-alpha-advanced-texas-weather_use_forcing,https://w3id.org/wings/export/MINT#CyclesUseForcing,use_forcing,Use forcing data from a hydrology model (when available),boolean,FALSE,,,8,,,,,FALSE,
cycles-0.9.4-alpha-advanced-texas-weather_use_forcing_fixed,,,,,,,,,,,,,,
