https://w3id.org/okn/o/sd#Parameter,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#hasDataType,https://w3id.org/okn/o/sd#hasDefaultValue,https://w3id.org/okn/o/sd#hasMaximumAcceptedValue,https://w3id.org/okn/o/sd#hasMinimumAcceptedValue,https://w3id.org/okn/o/sd#position,https://w3id.org/okn/o/sd#recommendedIncrement,https://w3id.org/okn/o/sd#usesUnit,https://w3id.org/okn/o/sdm#relevantForIntervention,https://w3id.org/okn/o/sd#adjustsVariable,https://w3id.org/okn/o/sd#hasFixedValue,https://w3id.org/okn/o/sd#hasAcceptedValues
111565f9-ab09-4a4d-8783-ccb983bc9007,,DEM_xres_arcsecs,,,30,,,6,,,,,,
113ea983-057b-4783-a651-d94f1607cab7,,unit_multifier,,,3600,,,8,,,,,,
11458830-5813-4521-aeb9-ff73f50a1396,,unit_multifier,,,3600,,,8,,,,,,
11cc0180-af1e-4252-b9fa-c3dcbc4e2953,,unit_multifier,,,3600,,,8,,,,,,
12e1d52a-759c-4393-9c76-642a37b8aacc,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
12edccd9-afd4-4657-a9e9-6e902e6c2fd2,,agg_time_period,,string,day,,,4,,,,,,
14ee75b9-c6b4-45cb-ae41-713c067e7158,,START_YEAR,,,1981,,,6,,,,,,
1549a2bb-4ea7-4da1-841c-06d75da78833,,unit_multifier,,,3600,,,8,,,,,,
15d56e56-c139-462e-9de2-7d7e56192cae,,DEM_xres_arcsecs,,,30,,,6,,,,,,
15da6b19-9fcc-4fe4-a93d-78d234f75a82,,range_end_time,,string,2011-01-02 00:00:00,,,6,,,,,,
169d6158-6802-4dac-bec9-becd9956635a,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
177f4d7f-e75f-44a3-b7fc-fb6507002d4a,,unit_multifier,,,3600,,,8,,,,,,
1789c83c-28da-4ddf-8861-4972e3352f61,,DEM_xres_arcsecs,,,30,,,6,,,,,,
17eb9527-21e3-49e2-b68d-082b107f4d02,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
18d95290-4503-441d-84de-4a21213105f6,,SFTMP,,,0.0,,,1,,,,,,
19c6ab8e-f2a0-4347-a1b9-2a5780e8ecba,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
19f03582-c8d3-4480-a5f7-84f9ab629e05,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
1a0a911b-d471-456b-9982-cd35c4e30e4a,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
1a101608-a9ed-4d7a-bd41-a33fad5f1146,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
1b664cc9-6469-477d-a691-70b46342f046,,unit_multifier,,,3600,,,8,,,,,,
1b76a6c0-c38d-4ba8-a944-42a46664efe1,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
1bc28ce5-efd3-4ba2-bef5-08680c1063d3,,DEM_yres_arcsecs,,,30,,,7,,,,,,
1d12a2bb-694a-4846-80fb-c5ecee20b052,,START_YEAR,,,1981,,,6,,,,,,
1d329589-0199-4786-8342-0fc208d261e3,,csv_output_file,,string,/tmp/mint/output.csv,,,8,,,,,,
1d974b34-89fc-4b01-aba5-c83e62732482,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
1dc097bf-34eb-4d7e-9ee6-ea0bdd4f82fd,,SMTMP,,,3.0,,,2,,,,,,
1e0b2986-1c19-4af6-806c-e351710ccb6e,,START_YEAR,,,1981,,,6,,,,,,
1f3e1023-0c55-46c9-89aa-a6b279deceb3,,agg_function,,string,average,,,3,,,,,,
1f4f5754-2583-4169-b04f-00d961cc8945,,unit_multifier,,,3600,,,8,,,,,,
1f5b0a8f-782e-4ae0-8859-89d9873703e4,,DEM_xres_arcsecs,,,30,,,6,,,,,,
1fc806a8-a463-4b4c-a918-9d052d534179,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
1fc80868-41ee-4101-89ae-fb8f549824e4,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
1fe0a044-3741-418c-8cb4-0015c52ae64a,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
20796657-ca47-48d4-a1b6-f972dd13f72c,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
207bd2e8-2c9a-4ae3-8924-4a98c6dcfafa,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
2200907a-102c-488a-aef6-73deea40ad04,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
225ced6f-921e-4a23-96d0-49d247fb36a7,,DEM_xres_arcsecs,,,30,,,6,,,,,,
227cd9ac-ed0b-4fcf-b8c9-8ceb507eed97,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
22ec738d-bd7a-4373-ab37-9cbd556fbbd2,,DEM_xres_arcsecs,,,30,,,6,,,,,,
23ee0ea1-0ff4-4d77-9f0c-fcacf0748590,,unit_multifier,,,3600,,,8,,,,,,
242cd0ad-7ab6-41ca-956d-05335be468e9,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
24357a55-c281-47e8-8b3f-3220cea66d0f,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
266ebb88-11e7-44f8-8fd1-3e37a2daaa0c,,gldas_dataset_id,,string,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
2726705b-80cd-4d80-8431-0dcaa369dbcb,,agg_time_period,,string,day,,,4,,,,,,
27be4df4-8d8d-497c-a5a4-b8d09dd7fb7c,,DEM_xres_arcsecs,,,30,,,6,,,,,,
27e0e81f-68f2-4653-b661-a99b1bbc043b,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
281cbdff-735e-43bc-99de-44da3ad2ce8b,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
297cc280-7684-490a-8a2e-846041969a09,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
29885367-d7a0-484a-a009-1ffc0d690e64,,SMFMN,,,2.0,,,4,,,,,,
298f5db4-6abc-4303-aab0-246438bcaee7,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
29af908f-6ad4-4708-bc02-e3020718e78d,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
29e361e9-5b62-4069-a794-c23694a8ab8f,,unit_multifier,,,3600,,,8,,,,,,
2a355b50-35f7-4fbe-8e1b-255205450460,,unit_multifier,,,3600,,,8,,,,,,
2aa7154b-4b6e-49eb-9993-f3718c50b469,,unit_multifier,,,3600,,,8,,,,,,
2ae03570-7bdb-45c6-87cb-d2e8366e6050,https://w3id.org/wings/export/MINT#CyclesWeedFraction,,,,,,,,,,,,,
2eee3cf0-c602-4891-ac87-0122107bec69,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
2f8a020f-16eb-43a5-a864-2af18d46f76c,,unit_multifier,,,3600,,,8,,,,,,
2f8d1396-ecd2-4fa7-b2c7-b660b61c7a22,,unit_multifier,,,3600,,,8,,,,,,
300166ec-8496-442b-95c3-a5ad6dac3b67,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
3017de9e-4bc7-4236-aeda-0e58079e6060,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
3061a336-d190-4d66-99f9-a2cd20572de9,,DEM_xres_arcsecs,,,30,,,6,,,,,,
30a0c0b2-515a-4963-a07c-b835ccc0fa37,,DEM_yres_arcsecs,,,30,,,7,,,,,,
30a922be-8095-4245-8f28-459c9a402e3a,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
315608c9-68db-4e29-baca-0765e67b7784,,range_step_time,,string,P1D,,,7,,,,,,
33388b20-0e94-4a41-b017-ddb31e367f12,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
3352e146-18a2-46c0-9c2b-e846fca45293,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
348d4e2a-4ea1-4847-ba8c-b51fffe7edbf,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
34cbca99-fc21-42f7-955f-21105150e21b,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
34f0fe84-4573-4e51-b236-5082ff76f2b3,,DEM_xres_arcsecs,,,30,,,6,,,,,,
34f92e62-0356-425b-8676-8b28d1547361,,DEM_yres_arcsecs,,,30,,,7,,,,,,
3661e672-f4e7-47b4-a783-d61e3488632d,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
36b095d9-6b4f-44b4-b3da-8c84d1256cc9,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
370a83b7-4310-4f7c-9405-5f39e0fea5fb,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
389ad2de-84f2-40e2-8e57-ae385ffe73f8,https://w3id.org/wings/export/MINT#CyclesFertilizerRate,,,,,,,,,,,,,
3900f62a-af0e-4f5e-a448-1623d3fd1e87,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
390fa3f7-71d9-4aa3-ad62-4c26d89f2e4f,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
39119de9-ff49-45e6-a80f-6f9317c350e2,,DEM_yres_arcsecs,,,30,,,7,,,,,,
3c2dd73d-9ada-463e-86b8-2fb7b0ee17b4,,shapefile_dataset_id,,string,74e6f707-d5e9-4cbd-ae26-16ffa21a1d84,,,2,,,,,,
3c4ced5f-d49d-4ad2-bcda-0fbc81c73aca,,DEM_yres_arcsecs,,,30,,,7,,,,,,
3d29265e-7d4a-4adb-97f0-f51bf124657c,,range_end_time,,string,2011-01-02 00:00:00,,,6,,,,,,
3dea731f-d858-4044-a6da-6289ded19071,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
3e4645b4-b42f-4edf-95ce-cf3b8c65aa22,,DEM_yres_arcsecs,,,30,,,7,,,,,,
3f9d97c9-56a4-4448-bbae-64eabd935a9b,,agg_time_period,,string,day,,,4,,,,,,
4007bc0c-7c7d-4321-b4ed-b971f1ccd5d6,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
42b767d8-ee0e-4e42-b5f8-b4284d9f7491,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
453d5098-73df-4b66-b5b3-ed212f3d7a92,,unit_multifier,,,3600,,,8,,,,,,
46da4277-db70-43fc-b485-e7f6cfb7ac0d,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
47f9c1f2-03e2-44dd-930e-7bce425bf94a,,shapefile_dataset_id,,string,74e6f707-d5e9-4cbd-ae26-16ffa21a1d84,,,2,,,,,,
4878826a-30e7-4d05-a3f1-7fdef76b41e2,,TIMP,,,0.1,,,5,,,,,,
48d3892f-3375-421d-91fc-76d253f5018a,,DEM_xres_arcsecs,,,30,,,6,,,,,,
48f0d9e7-05f6-41cc-9ba2-3d5c0493120e,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
49687047-8b62-42f5-8ad9-91f725a91553,,agg_function,,string,average,,,3,,,,,,
4a0f03ec-9709-46e9-8379-151dbe22847c,,gldas_dataset_id,,string,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
4a13ebe3-21cc-447f-a6d8-691dd54b5f70,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
4a3615de-f326-49a1-b9f4-720146f3bc20,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
4ad267b8-2535-4a01-b22f-affd934a3ba7,,YEARS,,,19,,,7,,,,,,
4ae497f4-0208-4e39-8c1e-85297ff39bc5,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
4ae653d7-5820-439a-8c07-dbe842b9bcf4,,range_step_time,,string,P1D,,,7,,,,,,
4b7a1cc5-bb66-4d05-b59b-29343850302e,,DEM_yres_arcsecs,,,30,,,7,,,,,,
4ce81bb0-7f3f-4cf0-b876-6bcbdfcb297b,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
4e99cf86-0864-42c5-80e4-d89408cf7e87,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
4ed26913-3893-4d5a-97dc-430b41c90809,,csv_output_file,,string,/tmp/mint/output.zip,,,8,,,,,,
4fc8a597-539e-45d0-b0fe-3cb571714665,,DEM_yres_arcsecs,,,30,,,7,,,,,,
50bb46e0-4af5-40c9-80ed-cd1f869b6482,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
5168696f-34e1-43c1-8453-8e0ff9f2abe3,,DEM_xres_arcsecs,,,30,,,6,,,,,,
54355d69-d936-4856-ba6a-15ccbc469ba4,,DEM_xres_arcsecs,,,30,,,6,,,,,,
543acd1f-8272-4705-b5a1-037c17fcb91f,,DEM_yres_arcsecs,,,30,,,7,,,,,,
559b02c3-83eb-4dfe-b426-ad4d66cb2252,,range_step_time,,string,P1D,,,7,,,,,,
55b78c35-3a76-4cfe-b1d7-d9157bc334ea,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
55bfd499-600a-4d26-95a1-578a3ad28cf7,,DEM_yres_arcsecs,,,30,,,7,,,,,,
571bf883-95eb-453d-965b-dc4e89b236c2,,DEM_yres_arcsecs,,,30,,,7,,,,,,
57f04723-7c14-467a-93bd-470b07e23b53,,DEM_xres_arcsecs,,,30,,,6,,,,,,
5854648f-789d-4a0b-a2c6-60a036774163,https://w3id.org/wings/export/MINT#CyclesEndPlantingDay,,,,,,,,,,,,,
5af9bfd9-c6ef-49c5-95af-7ed9a731a903,,SMFMX,,,2.0,,,3,,,,,,
5b6a032b-ac98-49af-bda9-4f7713dcd2a8,,unit_multifier,,,3600,,,8,,,,,,
5c37aeef-e133-40c5-8cf8-6d1d8d123895,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
5c5d4463-b0e0-486b-83b0-fd9f95a430f7,https://w3id.org/wings/export/MINT#CyclesCropName,,,,,,,,,,,,,
5c5f59d7-15d6-429d-a735-31980c0bb5b5,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
5d26f72e-c758-412e-85a0-45d7c2fcd391,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
5d86c037-4a37-41be-a2c4-a3ac0348d0cf,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
5e4638c1-97f1-4081-b2fb-c763e816fce7,,DEM_yres_arcsecs,,,30,,,7,,,,,,
60e7d7f9-a293-4f53-8f84-4a3b0ae3e654,,DEM_xres_arcsecs,,,30,,,6,,,,,,
62298a38-4d2d-4bee-8165-773fdd9ff887,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
6285c495-6a54-46cb-b55f-f9a3c4a005aa,,range_step_time,,string,P1D,,,7,,,,,,
62970f8a-42df-49c1-bc8a-4689ed8baeb8,,DEM_yres_arcsecs,,,30,,,7,,,,,,
62f03268-742d-4832-9393-a491e7a2892d,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
63759074-e3c0-4202-b3b2-150d26ab4175,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
647902dd-e76e-4e7c-ae3d-086e612ce611,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
64cebfe2-db1a-42e4-af76-2bd4cd75f8ed,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
64d2ab37-98b7-48eb-a6b6-23d8c8240cae,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
6935dac1-44af-4ce6-8a57-be42ad5743ec,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
6960858d-98fe-4f79-9449-a2e3f89bf446,,unit_multifier,,,3600,,,8,,,,,,
6a240921-e7d1-47b8-b825-d820a72e485b,,SMTMP,,,3.0,,,2,,,,,,
6cbc1e59-a22e-49dc-8fbc-3df7422e4267,,DEM_yres_arcsecs,,,30,,,7,,,,,,
6e34ba11-2006-4862-9131-e781a55860c7,,DEM_xres_arcsecs,,,30,,,6,,,,,,
6f170991-30d6-44da-a0fe-d6e59775ef37,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
71dcc314-cc42-4558-87cc-a10eff1d5903,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
7223bb4d-672b-4bef-825e-e80865d3ef35,,unit_multifier,,,3600,,,8,,,,,,
72bf6a63-c302-42f0-bded-bc3c22c6f617,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
731cb035-f754-47fe-92c3-675b197bbf54,,range_end_time,,string,2011-01-02 00:00:00,,,6,,,,,,
7529a138-365c-4d20-a65d-e971915f3fd1,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
77a734c7-3725-467e-a5c0-0dbe327216cd,,DEM_yres_arcsecs,,,30,,,7,,,,,,
77b9b1a8-5a11-4837-9576-db53a56df01d,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
7935a7d7-2ca4-4a49-9409-81657686c226,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
794e9d54-8f7e-4292-958b-7bfdb7b33b7b,,csv_output_file,,string,/tmp/mint/output.zip,,,8,,,,,,
796c26a0-ed1b-4d06-91e1-be861d24ffa8,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
79ea8019-c4be-4b68-b743-966c6150c1dd,,unit_multifier,,,3600,,,8,,,,,,
7a528c2f-b8eb-4ae9-a9fc-c617425b3e19,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
7a53c6fc-ad30-48f1-af80-d19582789c0d,,DEM_xres_arcsecs,,,30,,,6,,,,,,
7ab11a01-33eb-4e85-9848-b409579aaf3d,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
7b67b451-f9ae-432d-aa5b-c6f0d84dd893,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
7b857113-18c1-4717-a313-98473eae2457,https://w3id.org/wings/export/MINT#Adjustment,threshold,"Threshold determines the order of the river network.  Minimum is zero, Maximum is the number of pixels in the image.  Higher value will simulate only main river channels, lower looks at more tributaries.  Note that a zero value is too extreme. Default is 500.",float,500,,0,1,,pixel,,,500,
7d38ab0f-ec27-49c8-875e-485beed392ef,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
7eb60824-df97-4227-90d8-5ab34d69e871,,gldas_dataset_id,,string,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
7ec790e9-2157-44c3-b037-e5caf9264ab7,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
835273d3-83c9-445e-b189-abbc18c13e26,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
839f6ec0-986c-42ab-9106-b08782029364,,DEM_yres_arcsecs,,,30,,,7,,,,,,
84d9164b-9c5a-43da-a7f9-2da519b32439,,agg_time_period,,string,day,,,4,,,,,,
85dbfdba-33ad-40f2-846d-79fac5c61055,,range_step_time,,string,P1D,,,7,,,,,,
86fe9451-9c33-4a79-bbae-d8cd5c78ffef,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
87f31a07-eed4-4671-9a5e-157b589072e6,,range_step_time,,string,P1D,,,7,,,,,,
882fea17-7e97-476d-b23b-c256ef142d2d,,DEM_yres_arcsecs,,,30,,,7,,,,,,
8b068ea6-6f48-47b7-a85b-29a7c8f91629,,DEM_yres_arcsecs,,,30,,,7,,,,,,
8c56bbd9-4539-4364-8ca8-a2aa1c56cae2,,TIMP,,,0.1,,,5,,,,,,
8ce80929-1216-4303-ad4e-d5a50828ee3f,,DEM_xres_arcsecs,,,30,,,6,,,,,,
8e900897-60ce-41ce-985f-decab8d6c0dd,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
8eb87476-5ae1-421f-8807-226d83ad6ae1,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
8ece31e3-9908-40ff-9484-c3a0984cdf67,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
901a50db-1748-4bc1-b8d5-1c354b4c988d,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
9084e440-fb0e-4829-9b19-3caf427a53f7,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
90e1ade7-c0d0-44a1-a246-4a7a7e556207,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
91d58ba9-db58-4041-95ac-4e214f291f9e,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
91f1374a-19ff-461d-8634-efb666f376da,,DEM_yres_arcsecs,,,30,,,7,,,,,,
93674e1b-2ebb-407b-b2a2-85fdedee0a51,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
9544536a-3ce1-4d17-b62f-3a1689fbf66b,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
95a20857-cb23-44b3-9c75-f0b38f9ddba1,,unit_multifier,,,3600,,,8,,,,,,
961c97cc-5238-4cba-bd95-dbbe970fa3be,,SMFMN,,,2.0,,,4,,,,,,
97850da7-38e3-4f27-9534-5666038e5f6c,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
97a001a8-f841-4101-a60e-f9155e7c83da,,start_date,,,2014-08-01 00:00:00,,,2,,,,,,
986d03f1-ac0b-4725-bc7d-608f64f00eb7,,end_date,,,2014-08-02 00:00:00,,,3,,,,,,
98946c67-0621-446c-b8b7-1b088ac3d6de,,variable,,,atmosphere_water__rainfall_mass_flux,,,4,,,,,,
99113ae8-eb01-4eda-b6a4-683289722105,,DEM_yres_arcsecs,,,30,,,7,,,,,,
994c574f-347a-4045-b3c8-64f4de5f4a31,,SMFMX,,,2.0,,,3,,,,,,
9aadb700-b074-4475-afc5-a90944718523,,range_start_time,,string,2011-01-01 00:00:00,,,5,,,,,,
9b8e509e-91be-400f-9ae2-f024425f2867,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
9b96c962-1276-4209-897f-a21e7c2a89cc,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
9be3d47f-97d6-4e79-8944-db22bbde8ccc,,bounding_box,,,"23.995416666666,6.532916666667,28.020416666666,9.566250000000",,,5,,,,,,
9ca05f2b-cdb9-4be9-972e-c2435fc92635,,DEM_yres_arcsecs,,,30,,,7,,,,,,
9d9962bc-f219-4da8-a5a9-ce36b5bbefde,,data_set_id,,,5babae3f-c468-4e01-862e-8b201468e3b5,,,1,,,,,,
