bce46e79-117c-455a-b240-1d5b8d3edd40,Colorado-DEM,Digital elevation model of Colorado (provided by PT2050),,https://portals-api.tacc.utexas.edu/postits/v2/e521d72f155ea51af637ce445998d873,,
bfc7c3b3-6eb5-40d3-9708-24b99edab4d3,dem,dem,,http://example.com,,
c114fa57-b050-47f3-8633-31c0b68961a1,asdasd,asda,,asdasd,,
c2cedb58-0913-469b-af9c-09328b1c8059,label,qweq,,http://example.org,,
cf4f4edf-ff69-4289-ac89-50cb0c017522,Young-DEM,Digital elevation model of the Young region - PT2050 DEM,,https://portals-api.tacc.utexas.edu/postits/v2/83f0eee08d53549f2fbeef1a1a97e717,,
cycles_crops_resource_Gambella,Default crop file (Gambella region),Sample crop file (Gambella),FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a186,https://data.mint.isi.edu/files/Cycles/crops-complete.crop,,
cycles_crops_resource_oromia,Crop file for Oromia (Ethiopia),Crop file for Oromia (Ethiopia),FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a196,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/data/crops.crop,,
cycles_crops_resource_pongo,Default crop file (Pongo region),Sample crop file (Pongo),FFF-111c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/Cycles/crops-complete.crop,,
cycles_crops_resource_texas,Sample crop file (Texas region),Sample crop file (Texas),FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/texas/crops-texas.crop,,
cycles_reinit_resource_pongo,Sample reinit file (Pongo region),Sample reinit file (Pongo),FFF-12341f9e-c7ae-4cda-ba23-2e4f2286a187,https://publisher.mint.isi.edu/EnAHZ/cycles_reinit-4ar11c5w9efib66lyn55wtxri.reinit,,
cycles_soil_resource_Gambella,Cycles soil file (Gambella region),Soil file used for Cycles in the Gambella region,FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a185,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/data/gambela.soil,,
cycles_soil_resource_pongo,Sample soil file (Pongo region),Sample soil file (Pongo),FFF-165c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://publisher.mint.isi.edu/OIvRW/pongo.soil,,
cycles_soil_resource_texas,Sample soil file (Texas region),Sample soil file (Texas),FFF-blac1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/texas/texas_soilBellCoTX.soil,,
cycles_weather_Gambella_collection,Collection of weather files for Gambella,Weather points from the Gambella region (Ethiopia) that are appropriate to run Cycles,,,https://w3id.org/okn/o/sd#SampleCollection,met6.88Nx34.88E.weather;met7.38Nx34.38E.weather;met7.38Nx35.38E.weather;met7.62Nx34.38E.weather;met8.12Nx33.62E.weather;met8.12Nx34.62E.weather;met8.38Nx33.88E.weather;met6.88Nx34.62E.weather;met8.12Nx34.38E.weather;met7.38Nx34.88E.weather;met8.38Nx34.62E.weather;met7.62Nx35.12E.weather;met7.88Nx34.38E.weather;met7.88Nx34.62E.weather;met8.12Nx34.88E.weather;met8.12Nx33.88E.weather;met7.38Nx34.62E.weather;met8.38Nx34.12E.weather;met7.88Nx33.38E.weather;met7.62Nx33.88E.weather;met7.38Nx35.12E.weather;met8.12Nx33.38E.weather;met7.12Nx34.38E.weather;met7.88Nx34.12E.weather;met8.38Nx33.62E.weather;met6.62Nx35.12E.weather;met7.38Nx34.12E.weather;met7.62Nx34.62E.weather;met7.62Nx34.12E.weather;met7.88Nx33.62E.weather;met7.12Nx34.88E.weather;met7.88Nx33.88E.weather;met7.12Nx34.62E.weather;met6.62Nx34.88E.weather;met8.12Nx34.12E.weather;met7.12Nx35.12E.weather;met8.38Nx33.38E.weather;met7.62Nx34.88E.weather;met7.88Nx33.12E.weather;met7.88Nx34.88E.weather
cycles_weather_pongo_collection,Collection of weather files for Pongo,A set of resources from the Pongo region (South Sudan) appropriate to run Cycles,,,https://w3id.org/okn/o/sd#SampleCollection,met9.12Nx24.62E.weather;met9.12Nx25.62E.weather;met9.12Nx26.62E.weather;met7.12Nx26.62E.weather;met9.12Nx27.62E.weather;met7.12Nx27.62E.weather;met5.12Nx27.62E.weather;met9.12Nx28.62E.weather;met7.12Nx28.62E.weather;met5.12Nx28.62E.weather;met8.62Nx30.62E.weather;met9.12Nx29.62E.weather;met6.62Nx30.62E.weather;met4.62Nx30.62E.weather;met7.12Nx29.62E.weather;met5.12Nx29.62E.weather;met8.62Nx31.62E.weather;met6.62Nx31.62E.weather;met10.62Nx32.12E.weather;met4.62Nx31.62E.weather;met10.62Nx33.12E.weather;met9.12Nx30.12E.weather;met7.12Nx30.12E.weather;met5.12Nx30.12E.weather;met8.12Nx26.62E.weather;met6.12Nx26.62E.weather;met8.12Nx27.62E.weather;met6.12Nx27.62E.weather;met8.12Nx28.62E.weather;met6.12Nx28.62E.weather;met9.62Nx30.62E.weather;met7.62Nx30.62E.weather;met8.12Nx29.62E.weather;met5.62Nx30.62E.weather;met3.62Nx30.62E.weather;met6.12Nx29.62E.weather;met9.62Nx31.62E.weather;met7.62Nx31.62E.weather;met5.62Nx31.62E.weather;met9.62Nx32.62E.weather;met7.62Nx32.62E.weather;met5.62Nx32.62E.weather;met9.62Nx33.62E.weather;met7.62Nx33.62E.weather;met5.62Nx33.62E.weather;met5.62Nx34.62E.weather;met8.12Nx30.12E.weather;met6.12Nx30.12E.weather;met4.12Nx30.12E.weather;met8.12Nx31.12E.weather;met6.12Nx31.12E.weather;met4.12Nx31.12E.weather;met8.12Nx32.12E.weather;met6.12Nx32.12E.weather;met4.12Nx32.12E.weather;met8.12Nx33.12E.weather;met6.12Nx33.12E.weather;met4.12Nx33.12E.weather;met6.12Nx34.12E.weather;met9.62Nx25.62E.weather;met7.62Nx25.62E.weather;met7.62Nx26.62E.weather;met11.12Nx32.62E.weather;met7.62Nx27.62E.weather;met5.62Nx27.62E.weather;met8.62Nx32.62E.weather;met6.62Nx32.62E.weather;met4.62Nx32.62E.weather;met8.62Nx33.62E.weather;met6.62Nx33.62E.weather;met4.62Nx33.62E.weather;met8.12Nx25.12E.weather;met6.62Nx34.62E.weather;met8.12Nx26.12E.weather;met8.12Nx27.12E.weather;met6.12Nx27.12E.weather;met9.12Nx31.12E.weather;met7.12Nx31.12E.weather;met5.12Nx31.12E.weather;met9.12Nx32.12E.weather;met7.12Nx32.12E.weather;met5.12Nx32.12E.weather;met9.12Nx33.12E.weather;met7.12Nx33.12E.weather;met5.12Nx33.12E.weather;met9.12Nx34.12E.weather;met7.12Nx34.12E.weather;met5.12Nx34.12E.weather;met5.12Nx35.12E.weather;met8.62Nx24.62E.weather;met8.62Nx25.62E.weather;met10.12Nx31.62E.weather;met8.62Nx26.62E.weather;met6.62Nx26.62E.weather;met10.12Nx32.62E.weather;met8.62Nx27.62E.weather;met6.62Nx27.62E.weather;met10.12Nx33.62E.weather;met8.62Nx28.62E.weather;met6.62Nx28.62E.weather;met4.62Nx28.62E.weather;met8.62Nx29.62E.weather;met6.62Nx29.62E.weather;met9.12Nx25.12E.weather;met9.12Nx26.12E.weather;met7.12Nx26.12E.weather;met9.12Nx27.12E.weather;met7.12Nx27.12E.weather;met9.12Nx28.12E.weather;met7.12Nx28.12E.weather;met5.12Nx28.12E.weather;met8.62Nx30.12E.weather;met9.12Nx29.12E.weather;met6.62Nx30.12E.weather;met4.62Nx30.12E.weather;met7.12Nx29.12E.weather;met5.12Nx29.12E.weather;met8.62Nx31.12E.weather;met6.62Nx31.12E.weather;met4.62Nx31.12E.weather;met8.62Nx32.12E.weather;met6.62Nx32.12E.weather;met4.62Nx32.12E.weather;met10.12Nx25.62E.weather;met10.12Nx29.62E.weather;met11.62Nx32.62E.weather;met7.62Nx28.62E.weather;met5.62Nx28.62E.weather;met9.62Nx29.62E.weather;met7.62Nx29.62E.weather;met5.62Nx29.62E.weather;met10.12Nx30.12E.weather;met10.12Nx32.12E.weather;met8.12Nx28.12E.weather;met8.62Nx25.12E.weather;met5.62Nx33.12E.weather;met6.12Nx30.62E.weather;met8.62Nx26.12E.weather;met5.62Nx32.12E.weather;met8.12Nx32.62E.weather;met4.62Nx28.12E.weather;met6.62Nx27.12E.weather;met9.62Nx30.12E.weather;met7.62Nx33.12E.weather;met6.12Nx33.62E.weather;met8.12Nx31.62E.weather;met9.12Nx31.62E.weather;met4.12Nx30.62E.weather;met6.12Nx29.12E.weather;met7.12Nx30.62E.weather;met5.62Nx34.12E.weather;met10.12Nx33.12E.weather;met8.62Nx28.12E.weather;met5.62Nx35.12E.weather;met7.62Nx27.12E.weather;met6.12Nx32.62E.weather;met4.62Nx34.12E.weather;met4.62Nx33.12E.weather;met9.12Nx32.62E.weather;met9.62Nx29.12E.weather;met6.12Nx31.62E.weather;met11.62Nx33.12E.weather;met7.62Nx28.12E.weather;met7.62Nx29.12E.weather;met5.12Nx34.62E.weather;met6.62Nx29.12E.weather;met4.12Nx31.62E.weather;met8.12Nx30.62E.weather;met8.62Nx33.12E.weather;met7.62Nx31.12E.weather;met5.12Nx30.62E.weather;met9.62Nx26.12E.weather;met7.62Nx30.12E.weather;met10.12Nx25.12E.weather;met6.12Nx34.62E.weather;met6.62Nx33.12E.weather;met5.12Nx32.62E.weather;met5.62Nx29.12E.weather;met5.62Nx31.12E.weather;met5.62Nx28.12E.weather;met5.12Nx33.62E.weather;met5.12Nx35.62E.weather;met12.12Nx33.12E.weather;met4.12Nx33.62E.weather;met9.62Nx33.12E.weather;met7.62Nx32.12E.weather;met6.62Nx28.12E.weather;met7.62Nx26.12E.weather;met9.12Nx30.62E.weather;met7.12Nx31.62E.weather;met7.12Nx32.62E.weather;met9.62Nx32.12E.weather;met9.62Nx25.12E.weather;met5.12Nx31.62E.weather;met10.62Nx32.62E.weather;met4.12Nx32.62E.weather;met8.62Nx29.12E.weather;met8.62Nx27.12E.weather;met6.12Nx28.12E.weather;met8.12Nx25.62E.weather;met8.12Nx29.12E.weather;met6.62Nx34.12E.weather;met9.12Nx33.62E.weather;met4.62Nx29.12E.weather;met11.12Nx33.12E.weather;met3.62Nx32.12E.weather;met9.62Nx31.12E.weather;met7.12Nx33.62E.weather;met5.62Nx30.12E.weather
cycles_weather_resource_Gambella,Cycles weather sample file (Gambella region),Sample weather file for Cycles in the Gambella region,FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a184,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx34.62E.weather,,
cycles_weather_resource_pongo,Weather file (Pongo region),Sample weather file (Pongo),FFF-155c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://publisher.mint.isi.edu/kkA2u/met9.12Nx27.62E.weather,,
cycles_weather_resource_texas,Sample weather file (Texas region),Sample weather file (Texas),3a7a8b28-7a0d-4155-9d23-56f40ab44e42,https://data.mint.isi.edu/files/sample-inputs-outputs/texas/Texas_lat3102Nlong9739Wnasa.txt,,
cycles_weather_soil_oromia,Weather-soil file sample for Oromia,Weather-soil file sample for Oromia,FFF-banc1f9e-c7ae-4cda-ba23-2e4f2286a142,https://data.mint.isi.edu/files/cycles-input-data/oromia/weather-soil/Arsi_Amigna_7.884865046N_40.19527054E.zip,,
dsi_gldas_et,GLDAS2.1 for Ethiopia (2000-2018),GLDAS2.1 LIS land surface model output monthly mean cropped for Ethiopia,d76cc92f-60f3-4a72-b5f9-1381d2651fb9,https://data.mint.isi.edu/files/raw-data/GLDAS2.1_TP_2000_2018.nc,,
e2b20e3f-b66d-4f15-9d24-853a22455d7e,File A,DESC A,,a.b.c,,
econ_alldata_ethiopia,Economic data for Ethiopia (2009-2018),,FFF-a15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/alldata.csv,,
econ_cycles-data_oromia,Cycles elasticity,Elasticity of yield with respect to nitrogen applications at observed level of fertilizer application rates in Ethiopia,FFF-e15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/elasticity-cyclesdata.csv,,
econ_cycles_data_resource_Gambella,Cycles data (Gambella region),File with data outputs from the Cycles agriculture model (elasticities),FFFF6a97-0bad-4097-b524-985fb7196362,https://data.mint.isi.edu/files/economic/cyclesdata_Gam.csv,,
econ_cycles_data_resource_pongo,Cycles data (Pongo region),File with data outputs from the Cycles agriculture model,0ea86a97-0bad-4097-b524-985fb7196362,https://publisher.mint.isi.edu/eTdtX/cyclesdata.csv,,
econ_cycles_data_resource_pongo_single_crop,Cycles data (maize only; Pongo Region),File with data outputs from the Cycles agriculture model,FFF-115c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/econOneCrop/cyclesdata_v6.1_onecrop.csv,,
econ_eta_oromia,Supply elasticity,Supply elasticity with respect to crop price in Ethiopia,FFF-f15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/etadata.csv,,
econ_fertilizer_oromia,Observed fertilizer application rates,Observed fertilizer application rates in Ethiopia,FFF-d15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/fertdata.csv,,
econ_fvar_oromia,Variable costs of fertilizer applications,Variable costs of fertilizer applications in Ethiopia,FFF-c15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/fvardata.csv,,
econ_land_input_resource_Gambella,Calibration data (Gambella region),Calibration data from FAO,FFFFcca2-eaca-4162-99f6-73ab4f51993d,https://data.mint.isi.edu/files/economic/calibdata_Gam.csv,,
econ_land_input_resource_pongo,Calibration data (Pongo region),Calibration data from FAO,c803cca2-eaca-4162-99f6-73ab4f51993d,https://publisher.mint.isi.edu/14mJfs/calibdata.csv,,
econ_land_input_resource_pongo_single_crop,Calibration data (maize only),Calibration data from FAO,FFF-125c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/econOneCrop/calibdata_v6.1_onecrop.csv,,
econ_lvar_oromia,Variable costs of production per unit land area in Ethiopia,Country level data for variable costs of production per unit land area in Ethiopia,FFF-b15c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v7/data/lvardata.csv,,
econ_price_resource_Gambella,Crop and fertilizer price (Gambella region),Information about the prices from crops and fertilizers,FFFFb2cf-5f00-46e7-87bd-8bc58966da81,https://data.mint.isi.edu/files/economic/price_Gam.csv,,
econ_price_resource_pongo,Crop and fertilizer price (Pongo region),Information about the prices from crops and fertilizers,eed5b2cf-5f00-46e7-87bd-8bc58966da81,https://data.mint.isi.edu/files/economic/pongo-price.csv,,
econ_price_resource_pongo_single_crop,Crop and fertilizer price (maize only),Information about the prices from crops and fertilizers,FFF-135c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/econOneCrop/price_v6.1_onecrop.csv,,
econ_production_cost_resource_Gambella,Production cost (Gambella region),Total production cost,FFFF373b-ea73-461c-ade5-52c9489dc76d,https://data.mint.isi.edu/files/economic/productioncost_Gam.csv,,
econ_production_cost_resource_pongo,Production cost (Pongo region),Total production cost,fb1e373b-ea73-461c-ade5-52c9489dc76d,https://data.mint.isi.edu/files/economic/pongo-productioncost.csv,,
econ_production_cost_resource_pongo_single_crop,Production cost (maize),Total production cost,FFF-145c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/sample-inputs-outputs/econOneCrop/productioncost_v6.1_onecrop.csv,,
econ_supply_elasticity_resource_pongo,Supply elasticity (Pongo region),File with supply elasticity information,3a5c1f9e-c7ae-4cda-ba23-2e4f2286a187,https://data.mint.isi.edu/files/economic/supplyelasticity.csv,,
f06ed00b-6056-4430-b873-c9455a9dc9bd,DEM - Hay catchment;DEM - Hays catchment,DEM  provided by PT2050 project,,https://portals-api.tacc.utexas.edu/postits/v2/ab822aa2d5b025aa56165b2887e56abb,,
fecd9ecf-efd9-4a4b-a54f-acbc8bed94c4,sahdas,DEM for HAND,,https://portals-api.tacc.utexas.edu/postits/v2/2e4357ddc2656376026a05309a2cb1d3,,
glofas_data_Et_SS,GloFASv2.1 from 1981 to 2019 cut to Ethiopia and South Sudan,GloFASv2.1 from 1981 to 2019 cut to Ethiopia and South Sudan,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286glofas,https://data.mint.isi.edu/files/raw-data/GloFAS/flooding/GloFASv2.1_SS_ET_1981_2019.nc,,
hand_dem_Awash,DEM fir Awash,Digital elevation model of the Awash region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem6,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Awash/Awash-border_DEM_buffer.tif,,
hand_dem_Baro,DEM for Baro,Digital elevation model of the Baro region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem1,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Baro/Baro_DEM_buffer.tif,,
hand_dem_Bashilo,DEM for Bashilo,Digital elevation model of the Bashilo region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem2,https://data.mint.isi.edu/files/hand-dem/Bashilo_DEM.tif,,
hand_dem_Beko-Tippi,DEM fir Beko-Tippi,Digital elevation model of the Beko-Tippi region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem6,https://data.mint.isi.edu/files/hand-dem/Beko-Tippi_DEM.tif,,
hand_dem_Ganale,DEM fir Ganale,Digital elevation model of the Ganale region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem6,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Ganale/Ganale-border_3sec_DEM_buffer.tif,,
hand_dem_Guder,DEM frr Guder,Digital elevation model of the Guder region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem5,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Guder/Guder_DEM_buffer.tif,,
hand_dem_Jamma,DEM far Jamma,Digital elevation model of the Jamma region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem4,https://data.mint.isi.edu/files/hand-dem/Jamma_DEM.tif,,
hand_dem_Muger,DEM frr Muger,Digital elevation model of the Muger region in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem3,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Muger/Muger_DEM_buffer.tif,,
hand_dem_Shebelle,DEM fir Shebelle,Digital elevation model of the Shebelle basin in Ethiopia,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286dem6,https://data.mint.isi.edu/files/hand-dem/GIS-Oromia/Shebelle/Shebelle-Imi_3sec_DEM_buffer.tif,,
hand_sample_dem_ethiopia,Sample DEM in Ethiopia for HAND model,Alwero-Perbom basin in Ethiopia for testing the HAND model,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286hand,https://data.mint.isi.edu/files/hand/Basin1_DEM.tif,,
hand_sample_dem_travis,DEM for Travis region,Travis basin DEM,FFF-3s5c113e-c7ae-4cda-ba23-2e4f2286hand,https://github.com/dhardestylewis/HAND-TauDEM/raw/master/regions/Texas/Travis-10m/Travis-DEM-10m-HUC120902050408buf.tif,,
met10.12Nx25.12E.weather,Cycles weather file met10.12Nx25.12E.weather,Cycles weather file met10.12Nx25.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx25.12E.weather,,
met10.12Nx25.62E.weather,Cycles weather file met10.12Nx25.62E.weather,Cycles weather file met10.12Nx25.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx25.62E.weather,,
met10.12Nx29.62E.weather,Cycles weather file met10.12Nx29.62E.weather,Cycles weather file met10.12Nx29.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx29.62E.weather,,
met10.12Nx30.12E.weather,Cycles weather file met10.12Nx30.12E.weather,Cycles weather file met10.12Nx30.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx30.12E.weather,,
met10.12Nx31.62E.weather,Cycles weather file met10.12Nx31.62E.weather,Cycles weather file met10.12Nx31.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx31.62E.weather,,
met10.12Nx32.12E.weather,Cycles weather file met10.12Nx32.12E.weather,Cycles weather file met10.12Nx32.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx32.12E.weather,,
met10.12Nx32.62E.weather,Cycles weather file met10.12Nx32.62E.weather,Cycles weather file met10.12Nx32.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx32.62E.weather,,
met10.12Nx33.12E.weather,Cycles weather file met10.12Nx33.12E.weather,Cycles weather file met10.12Nx33.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx33.12E.weather,,
met10.12Nx33.62E.weather,Cycles weather file met10.12Nx33.62E.weather,Cycles weather file met10.12Nx33.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.12Nx33.62E.weather,,
met10.62Nx32.12E.weather,Cycles weather file met10.62Nx32.12E.weather,Cycles weather file met10.62Nx32.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.62Nx32.12E.weather,,
met10.62Nx32.62E.weather,Cycles weather file met10.62Nx32.62E.weather,Cycles weather file met10.62Nx32.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.62Nx32.62E.weather,,
met10.62Nx33.12E.weather,Cycles weather file met10.62Nx33.12E.weather,Cycles weather file met10.62Nx33.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met10.62Nx33.12E.weather,,
met11.12Nx32.62E.weather,Cycles weather file met11.12Nx32.62E.weather,Cycles weather file met11.12Nx32.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met11.12Nx32.62E.weather,,
met11.12Nx33.12E.weather,Cycles weather file met11.12Nx33.12E.weather,Cycles weather file met11.12Nx33.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met11.12Nx33.12E.weather,,
met11.62Nx32.62E.weather,Cycles weather file met11.62Nx32.62E.weather,Cycles weather file met11.62Nx32.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met11.62Nx32.62E.weather,,
met11.62Nx33.12E.weather,Cycles weather file met11.62Nx33.12E.weather,Cycles weather file met11.62Nx33.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met11.62Nx33.12E.weather,,
met12.12Nx33.12E.weather,Cycles weather file met12.12Nx33.12E.weather,Cycles weather file met12.12Nx33.12E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met12.12Nx33.12E.weather,,
met3.62Nx30.62E.weather,Cycles weather file met3.62Nx30.62E.weather,Cycles weather file met3.62Nx30.62E.weather,FFF-de5c1f9e-c7ae-4cda-ba23-2e4f2286a18o,https://raw.githubusercontent.com/pegasus-isi/pegasus-cycles/master/weather/met3.62Nx30.62E.weather,,
