https://w3id.org/okn/o/sdm#ModelConfigurationSetup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#adjustableParameter,https://w3id.org/okn/o/sd#author,https://w3id.org/okn/o/sd#hasComponentLocation,https://w3id.org/okn/o/sd#hasImplementationScriptLocation,https://w3id.org/okn/o/sd#hasInput,https://w3id.org/okn/o/sd#hasOutput,https://w3id.org/okn/o/sd#hasParameter,https://w3id.org/okn/o/sd#hasSoftwareImage,https://w3id.org/okn/o/sd#hasSourceCode,https://w3id.org/okn/o/sd#hasUsageNotes,https://w3id.org/okn/o/sd#keywords,https://w3id.org/okn/o/sd#usefulForCalculatingIndex,https://w3id.org/okn/o/sdm#hasCausalDiagram,https://w3id.org/okn/o/sdm#hasGrid,https://w3id.org/okn/o/sdm#hasModelCategory,https://w3id.org/okn/o/sdm#hasOutputTimeInterval,https://w3id.org/okn/o/sdm#hasProcess,https://w3id.org/okn/o/sdm#hasRegion,https://w3id.org/okn/o/sdm#parameterAssignmentMethod,https://w3id.org/okn/o/sd#contributor,https://w3id.org/okn/o/sd#hasAssumption,https://w3id.org/okn/o/sdm#calibrationTargetVariable
cycles-0.9.4-alpha-advanced-pongo,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for the Pongo region (single point per weather file) with adjustable planting dates,Cycles model (v0.9.4) for the Pongo region. Planting dates can be selected as parameter values,cycles-0.9.4-alpha-advanced-pongo_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo_start_planting_day;cycles-0.9.4-alpha-advanced-pongo_end_planting_day;cycles-0.9.4-alpha-advanced-pongo_start_year;cycles-0.9.4-alpha-advanced-pongo_crop_name;cycles-0.9.4-alpha-advanced-pongo_weed_fraction;cycles-0.9.4-alpha-advanced-pongo_end_year,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-pongo_crops;cycles-0.9.4-alpha-advanced-pongo_soil;cycles-0.9.4-alpha-advanced-pongo_weather,cycles-0.9.4-alpha-advanced-pongo_soilProfile;cycles-0.9.4-alpha-advanced-pongo_water;cycles-0.9.4-alpha-advanced-pongo_season;cycles-0.9.4-alpha-advanced-pongo_summary;cycles-0.9.4-alpha-advanced-pongo_nitrogen;cycles-0.9.4-alpha-advanced-pongo_somF;cycles-0.9.4-alpha-advanced-pongo_outputs;cycles-0.9.4-alpha-advanced-pongo_crop;cycles-0.9.4-alpha-advanced-pongo_weatherOutput,cycles-0.9.4-alpha-advanced-pongo_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo_start_planting_day;cycles-0.9.4-alpha-advanced-pongo_end_planting_day;cycles-0.9.4-alpha-advanced-pongo_start_year;cycles-0.9.4-alpha-advanced-pongo_crop_name;cycles-0.9.4-alpha-advanced-pongo_weed_fraction;cycles-0.9.4-alpha-advanced-pongo_end_year;cycles-0.9.4-alpha-advanced-pongo_use_forcing,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Pongo_Basin_SS,Expert-configured,,,
cycles-0.9.4-alpha-advanced-pongo-multple-points,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) set up for the Pongo region (South Sudan) with adjustable planting dates and for multiple points for weather (pre-selected),"Cycles model (v0.9.4) for the Pongo region with weather files for multiple points, which have been preselected for the region. Planting dates can be selected as parameter values",cycles-0.9.4-alpha-advanced-pongo-multple-points_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo-multple-points_end_year;cycles-0.9.4-alpha-advanced-pongo-multple-points_start_planting_day;cycles-0.9.4-alpha-advanced-pongo-multple-points_end_planting_day;cycles-0.9.4-alpha-advanced-pongo-multple-points_start_year;cycles-0.9.4-alpha-advanced-pongo-multple-points_crop_name;cycles-0.9.4-alpha-advanced-pongo-multple-points_weed_fraction,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-pongo-multple-points_weather;cycles-0.9.4-alpha-advanced-pongo-multple-points_soil;cycles-0.9.4-alpha-advanced-pongo-multple-points_crops,cycles-0.9.4-alpha-advanced-pongo-multple-points_outputs;cycles-0.9.4-alpha-advanced-pongo-multple-points_soilProfile;cycles-0.9.4-alpha-advanced-pongo-multple-points_weatherOutput;cycles-0.9.4-alpha-advanced-pongo-multple-points_season;cycles-0.9.4-alpha-advanced-pongo-multple-points_somF;cycles-0.9.4-alpha-advanced-pongo-multple-points_nitrogen;cycles-0.9.4-alpha-advanced-pongo-multple-points_summary;cycles-0.9.4-alpha-advanced-pongo-multple-points_crop;cycles-0.9.4-alpha-advanced-pongo-multple-points_water,cycles-0.9.4-alpha-advanced-pongo-multple-points_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo-multple-points_end_year;cycles-0.9.4-alpha-advanced-pongo-multple-points_start_planting_day;cycles-0.9.4-alpha-advanced-pongo-multple-points_end_planting_day;cycles-0.9.4-alpha-advanced-pongo-multple-points_start_year;cycles-0.9.4-alpha-advanced-pongo-multple-points_crop_name;cycles-0.9.4-alpha-advanced-pongo-multple-points_weed_fraction;cycles-0.9.4-alpha-advanced-pongo-multple-points_use_forcing,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017.",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Pongo_Basin_SS,Expert-configured,,,
cycles-0.9.4-alpha-advanced-pongo-weather,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for the Pongo region with planting dates. Weather file (single point) can be selected,Cycles model (v0.9.4) for the Pongo region. Planting dates can be selected as parameter values and the weather file can be chosen as an input,cycles-0.9.4-alpha-advanced-pongo-weather_end_year;cycles-0.9.4-alpha-advanced-pongo-weather_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo-weather_start_planting_day;cycles-0.9.4-alpha-advanced-pongo-weather_weed_fraction;cycles-0.9.4-alpha-advanced-pongo-weather_start_year;cycles-0.9.4-alpha-advanced-pongo-weather_end_planting_day;cycles-0.9.4-alpha-advanced-pongo-weather_crop_name,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-pongo-weather_weather;cycles-0.9.4-alpha-advanced-pongo-weather_crops;cycles-0.9.4-alpha-advanced-pongo-weather_soil,cycles-0.9.4-alpha-advanced-pongo-weather_crop;cycles-0.9.4-alpha-advanced-pongo-weather_nitrogen;cycles-0.9.4-alpha-advanced-pongo-weather_outputs;cycles-0.9.4-alpha-advanced-pongo-weather_water;cycles-0.9.4-alpha-advanced-pongo-weather_weatherOutput;cycles-0.9.4-alpha-advanced-pongo-weather_season;cycles-0.9.4-alpha-advanced-pongo-weather_soilProfile;cycles-0.9.4-alpha-advanced-pongo-weather_somF;cycles-0.9.4-alpha-advanced-pongo-weather_summary,cycles-0.9.4-alpha-advanced-pongo-weather_end_year;cycles-0.9.4-alpha-advanced-pongo-weather_fertilizer_rate;cycles-0.9.4-alpha-advanced-pongo-weather_start_planting_day;cycles-0.9.4-alpha-advanced-pongo-weather_weed_fraction;cycles-0.9.4-alpha-advanced-pongo-weather_start_year;cycles-0.9.4-alpha-advanced-pongo-weather_end_planting_day;cycles-0.9.4-alpha-advanced-pongo-weather_crop_name;cycles-0.9.4-alpha-advanced-pongo-weather_use_forcing,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Pongo_Basin_SS,Expert-configured,,,
cycles-0.9.4-alpha-advanced-texas,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for a single point (weather file) in Texas with adjustable parameters,Cycles model (v0.9.4) set up for the Texas region. Parameters are adjustable but files are not,cycles-0.9.4-alpha-advanced-texas_fertilizer_rate;cycles-0.9.4-alpha-advanced-texas_crop_name;cycles-0.9.4-alpha-advanced-texas_weed_fraction;cycles-0.9.4-alpha-advanced-texas_start_planting_day;cycles-0.9.4-alpha-advanced-texas_start_year;cycles-0.9.4-alpha-advanced-texas_end_year;cycles-0.9.4-alpha-advanced-texas_end_planting_day,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-texas_crops;cycles-0.9.4-alpha-advanced-texas_weather;cycles-0.9.4-alpha-advanced-texas_soil,cycles-0.9.4-alpha-advanced-texas_crop;cycles-0.9.4-alpha-advanced-texas_outputs;cycles-0.9.4-alpha-advanced-texas_soilProfile;cycles-0.9.4-alpha-advanced-texas_summary;cycles-0.9.4-alpha-advanced-texas_somF;cycles-0.9.4-alpha-advanced-texas_weatherOutput;cycles-0.9.4-alpha-advanced-texas_water;cycles-0.9.4-alpha-advanced-texas_nitrogen;cycles-0.9.4-alpha-advanced-texas_season,cycles-0.9.4-alpha-advanced-texas_fertilizer_rate;cycles-0.9.4-alpha-advanced-texas_crop_name;cycles-0.9.4-alpha-advanced-texas_weed_fraction;cycles-0.9.4-alpha-advanced-texas_start_planting_day;cycles-0.9.4-alpha-advanced-texas_start_year;cycles-0.9.4-alpha-advanced-texas_end_year;cycles-0.9.4-alpha-advanced-texas_end_planting_day;cycles-0.9.4-alpha-advanced-texas_use_forcing,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,
cycles-0.9.4-alpha-advanced-texas-weather,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,"Cycles model setup (v0.9.4) for a single point in Texas, with fixed planting dates and adjustable weather file (single point)",Cycles model (v0.9.4) set up for the Texas region. Planting dates can be selected as parameter values and the weather file can be chosen as an input,cycles-0.9.4-alpha-advanced-texas-weather_start_year;cycles-0.9.4-alpha-advanced-texas-weather_weed_fraction;cycles-0.9.4-alpha-advanced-texas-weather_end_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_end_year;cycles-0.9.4-alpha-advanced-texas-weather_crop_name;cycles-0.9.4-alpha-advanced-texas-weather_start_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_fertilizer_rate,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-texas-weather_weather;cycles-0.9.4-alpha-advanced-texas-weather_soil;cycles-0.9.4-alpha-advanced-texas-weather_crops,cycles-0.9.4-alpha-advanced-texas-weather_crop;cycles-0.9.4-alpha-advanced-texas-weather_outputs;cycles-0.9.4-alpha-advanced-texas-weather_soilProfile;cycles-0.9.4-alpha-advanced-texas-weather_nitrogen;cycles-0.9.4-alpha-advanced-texas-weather_summary;cycles-0.9.4-alpha-advanced-texas-weather_season;cycles-0.9.4-alpha-advanced-texas-weather_somF;cycles-0.9.4-alpha-advanced-texas-weather_weatherOutput;cycles-0.9.4-alpha-advanced-texas-weather_water,cycles-0.9.4-alpha-advanced-texas-weather_start_year;cycles-0.9.4-alpha-advanced-texas-weather_weed_fraction;cycles-0.9.4-alpha-advanced-texas-weather_end_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_end_year;cycles-0.9.4-alpha-advanced-texas-weather_crop_name;cycles-0.9.4-alpha-advanced-texas-weather_start_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_use_forcing_fixed;cycles-0.9.4-alpha-advanced-texas-weather_fertilizer_rate,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,
cycles-0.9.4-alpha-simple-pongo,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for the Pongo region-no file selection,Cycles model (v0.9.4) for the Pongo region-no file or parameter selection,,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-simple-pongo_weather;cycles-0.9.4-alpha-simple-pongo_soil;cycles-0.9.4-alpha-simple-pongo_crops,cycles-0.9.4-alpha-simple-pongo_outputs;cycles-0.9.4-alpha-simple-pongo_season;cycles-0.9.4-alpha-simple-pongo_water;cycles-0.9.4-alpha-simple-pongo_nitrogen;cycles-0.9.4-alpha-simple-pongo_soilProfile;cycles-0.9.4-alpha-simple-pongo_weatherOutput;cycles-0.9.4-alpha-simple-pongo_crop;cycles-0.9.4-alpha-simple-pongo_summary;cycles-0.9.4-alpha-simple-pongo_somF,cycles-0.9.4-alpha-simple-pongo_start_planting_day;cycles-0.9.4-alpha-simple-pongo_crop_name;cycles-0.9.4-alpha-simple-pongo_weed_fraction;cycles-0.9.4-alpha-simple-pongo_start_year;cycles-0.9.4-alpha-simple-pongo_fertilizer_rate;cycles-0.9.4-alpha-simple-pongo_end_year;cycles-0.9.4-alpha-simple-pongo_use_forcing;cycles-0.9.4-alpha-simple-pongo_end_planting_day,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Pongo_Basin_SS,Expert-configured,,,
cycles-0.9.4-alpha-simple-texas,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for a single point (weather file) in Texas,Cycles model (v0.9.4) set up for the Texas region. Parameters and files are already preconfigured,,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-simple-texas_crops;cycles-0.9.4-alpha-simple-texas_soil;cycles-0.9.4-alpha-simple-texas_weather,cycles-0.9.4-alpha-simple-texas_crop;cycles-0.9.4-alpha-simple-texas_season;cycles-0.9.4-alpha-simple-texas_weatherOutput;cycles-0.9.4-alpha-simple-texas_water;cycles-0.9.4-alpha-simple-texas_soilProfile;cycles-0.9.4-alpha-simple-texas_nitrogen;cycles-0.9.4-alpha-simple-texas_outputs;cycles-0.9.4-alpha-simple-texas_somF;cycles-0.9.4-alpha-simple-texas_summary,cycles-0.9.4-alpha-simple-texas_use_forcing;cycles-0.9.4-alpha-simple-texas_crop_name;cycles-0.9.4-alpha-simple-texas_start_planting_day;cycles-0.9.4-alpha-simple-texas_fertilizer_rate;cycles-0.9.4-alpha-simple-texas_start_year;cycles-0.9.4-alpha-simple-texas_weed_fraction;cycles-0.9.4-alpha-simple-texas_end_year;cycles-0.9.4-alpha-simple-texas_end_planting_day,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,
dsi_1.0_cfg_spi_ethiopia,https://w3id.org/okn/o/sd#ConfigurationSetup;https://w3id.org/okn/o/sdm#EmpiricalModel,Configuration setup for calculating  the Standardized Precipitation Index from GLDAS data,Simple configuration for calulcating  Standardized Precipitation Index from GLDAS data,,khider_deborah;garijo_daniel,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/dsi-1.0.0.zip,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/src/run,dsi_1.0_cfg_spi_ethiopia_dataset,dsi_1.0_cfg_spi_ethiopia_movie;dsi_1.0_cfg_spi_ethiopia_out,dsi_1.0_cfg_spi_ethiopia_max_lat;dsi_1.0_cfg_spi_ethiopia_min_lat;dsi_1.0_cfg_spi_ethiopia_calibration_start_year;dsi_1.0_cfg_spi_ethiopia_index;dsi_1.0_cfg_spi_ethiopia_min_long;dsi_1.0_cfg_spi_ethiopia_generate_visualization;dsi_1.0_cfg_spi_ethiopia_max_long;dsi_1.0_cfg_spi_ethiopia_scales;dsi_1.0_cfg_spi_ethiopia_calibration_end_year;dsi_1.0_cfg_spi_ethiopia_periodicity;dsi_1.0_cfg_spi_ethiopia_data_start_year;dsi_1.0_cfg_spi_ethiopia_data_type;dsi_1.0_cfg_spi_ethiopia_data_end_year;dsi_1.0_cfg_spi_ethiopia_distribution,mintproject/droughtindices:latest,source_dsi_comp,,climate; drought; index,potential_evapotranspiration;standardized_precipitation_index;standardized_precipitation_evapotranspiration_index,,,Hydrology,,,South_Sudan;Ethiopia,Expert-configured,,,
ec3f1f59-216a-4ac3-9bc6-23dff0cdb434,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND v2 catchment raster for Young County (Texas),HAND setup for HAND region (DEM provided by PT2050). Catchment n0: 0,,garijo_daniel;hardesty_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,de570357-dccb-4055-bcd6-6b3da981fb56,hand_v2_raster_geojson;hand_v2_raster_shape;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down,c2afa55c-fcd2-4457-97a1-534f69fd594c,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,,,hand_grid,Hydrology,,hand_drawdown,Texas,Expert-configured,,,
economic-v6.1_Gambella_advanced,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,EACS basic configuration setup with two crops available (maize and sorghum),Aggregate crop supply response model calibrated for the Gambella region of Etiopia (version 6.1). Adjustments on maize and sorghum can be performed,economic-v6.1_Gambella_advanced_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_land_cost_adjustment;economic-v6.1_Gambella_advanced_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_fertilizer_cost_adjustment,mayani_rajiv,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/economicGambela-6.1.0.zip,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/src/run,economic-v6.1_Gambella_advanced_cycles_data;economic-v6.1_Gambella_advanced_price;economic-v6.1_Gambella_advanced_production_cost;economic-v6.1_Gambella_advanced_land,economic-v6.1_Gambella_advanced_land_use;economic-v6.1_Gambella_advanced_calib_land_use,economic-v6.1_Gambella_advanced_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_land_cost_adjustment;economic-v6.1_Gambella_advanced_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_fertilizer_cost_adjustment,mintproject/economic:v5,source_econ_config_v6.1_gambella,The model assumes that only one parameter will be adjusted at the same time,economy; land use; crop production; fertilizer costs,,economic_aggregate_crop_supply_CAG_variables;economic_aggregate_crop_supply_CAG_process,econ_grid,Economy,economic_aggregate_crop_supply_TI,constr_max_net_revenue_process,Gambella,Calibration,khider_deborah;zhang_zeya,The model assumes that only one parameter will be adjusted at the same time,econ_land_area;econ_Nfert
economic-v6.1_Gambella_advanced_elasticities,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,EACS configuration setup with two crops available and configurable elasticities file,Aggregate crop supply response model calibrated for the Gambella region of Etiopia (version 6.1). Adjustments on elasticities for maize and sorghum can be performed,economic-v6.1_Gambella_advanced_elasticities_sorghum_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_land_cost_adjustment,mayani_rajiv,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/economicGambela-6.1.0.zip,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/src/run,economic-v6.1_Gambella_advanced_elasticities_cycles_data;economic-v6.1_Gambella_advanced_elasticities_land;economic-v6.1_Gambella_advanced_elasticities_price;economic-v6.1_Gambella_advanced_elasticities_production_cost,economic-v6.1_Gambella_advanced_elasticities_land_use;economic-v6.1_Gambella_advanced_elasticities_calib_land_use,economic-v6.1_Gambella_advanced_elasticities_sorghum_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_land_cost_adjustment,mintproject/economic:v5,source_econ_config_v6.1_gambella,The model assumes that only one parameter will be adjusted at the same time,economy; land use; crop production; fertilizer costs,,economic_aggregate_crop_supply_CAG_variables;economic_aggregate_crop_supply_CAG_process,econ_grid,Economy,economic_aggregate_crop_supply_TI,constr_max_net_revenue_process,Gambella,Calibration,khider_deborah;zhang_zeya,The model assumes that only one parameter will be adjusted at the same time,econ_land_area;econ_Nfert
