https://w3id.org/okn/o/sd#DatasetSpecification,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#position,https://w3id.org/okn/o/sd#hasDimensionality,https://w3id.org/okn/o/sd#hasFixedResource,https://w3id.org/okn/o/sd#hasFormat,https://w3id.org/okn/o/sd#hasPresentation,https://w3id.org/okn/o/sd#hasDataTransformation
74e9b205-082f-4cdf-a1f7-f5cf941d5020,,outputs1_rti,,1,,,rti,,
75a4dc8f-c6c2-43bd-94ab-c539b5d1081b,,output_csv,,1,,,csv,,
76beb54e-f086-4fb8-bba7-695512cb5b36,,bmp-sedfil_out,,13,,,out,,
7d2071be-5f15-4475-876e-42363973e58c,,outputs1_zip,,2,,,zip,,
7eda0fca-bde7-488f-a829-6fa26609e552,https://w3id.org/wings/export/MINT#CyclesCrops,,,,,,,,
7f5b5d76-967c-48c7-ac68-5368390af0a2,,txtinout_zip,,1,,,zip,,
7fb19faf-2f76-47c7-b094-32a0d80c0c63,,outputs1_zip,,2,,,zip,,
80742fbf-153a-4147-84d6-2ba5481197d0,,outputs1_rts,,3,,,rts,,
814c5687-9463-43fa-b455-9b2822c8afff,,txtinout_zip,,1,,,zip,,960fee24-2e32-41c8-a93c-65b5798cd7a2;ff626d8f-2c4a-4518-9e71-3f21bd7c805f
8169f979-8354-4193-a4e2-931d7d97ffbd,,outputs1_rts,,3,,,rts,,
865bfa23-2a61-4b68-85da-527b160a4503,,outputs1_rti,,1,,,rti,,
876a9582-0cad-4c7c-b8f8-ab7d7ff03bfe,https://w3id.org/wings/export/MINT#rasterDem,input-dem,Input digital elevation model for the target basin to run the model,1,0,e13792b2-2d5e-4296-9766-d8aec3d8f8c5,tif,hand_dem,
8a79f62f-df8d-415f-af6f-d2f65c5cfdb6,,outputs1_rti,,1,,,rti,,
966abb86-b36b-4d33-8ae5-7462927ce919,,septic_out,,2,,,out,,
998a63b7-e8f7-4ed4-b8fb-64d127443f36,,outputs1_zip,,2,,,zip,,
9b1f7c57-f15d-4ec4-a937-533aa02969a0,,outputs1_rts,,3,,,rts,,
9b8b2548-087e-4422-9134-02adbaab77bd,,outputs1_rti,,1,,,rti,,
9bf114a5-b543-46c2-8c0a-1ce00de4a3c6,,chan_deg,,8,,,deg,,
9d3f212f-4dd6-4bf7-856d-3ba0c0d92edc,,outputs1_rts,,3,,,rts,,
9fa2782b-e10a-4c74-bc5f-a4189194c636,,outputs1_rti,,1,,,rti,,
DSSAT_simulationFile,https://w3id.org/wings/export/MINT#DSSAT_SIMULATION,DSSAT simulation file,DSSAT simulation file,,0,,x,DSSAT_YCRD;DSSAT_CR;DSSAT_FDEP;DSSAT_SNO3;DSSAT_XCRD;DSSAT_PLDP;DSSAT_SNH4;DSSAT_ICBL;DSSAT_FDATE;DSSAT_SH2O;DSSAT_FAMN;DSSAT_PDATE;DSSAT_PPOP;DSSAT_INGENO;DSSAT_PLRS,
DSSAT_sol,https://w3id.org/wings/export/MINT#Soil,DSSAT soil file,DSSAT soil file,,0,,sol,DSSAT_SDUL;DSSAT_SSKS;DSSAT_SSAT;DSSAT_SLSI;DSSAT_SALB;DSSAT_SLLL;DSSAT_SLB;DSSAT_SBDM;DSSAT_SLOC;DSSAT_SLCL,
DSSAT_summary,https://w3id.org/wings/export/MINT#Summary,DSSAT Summary file,DSSAT Summary file,,0,,csv,DSSAT_cwam;DSSAT_hwam,
DSSAT_weatherFile,https://w3id.org/wings/export/DSSAT_WEATHER,DSSAT weather file,DSSAT weather file,,0,,wth,DSSAT_TMAX;DSSAT_TMIN;DSSAT_WSTA;DSSAT_LAT;DSSAT_TAV;DSSAT_RAIN;DSSAT_SRAD;DSSAT_LONG,
a26623ff-f909-40d8-b46a-2be4c0987970,,txtinout_zip,,1,,,zip,,
a3d134d4-a747-4ee2-b98a-d1077866ef2d,https://w3id.org/wings/export/MINT#rasterDem,input-dem,Input digital elevation model for the target basin to run the model,1,0,b44fb840-2526-4457-b6eb-7ac41f1724eb,tif,hand_dem,
a4a9e655-0b24-469a-84c3-b6aa9ba0cfcc,,outputs1_rts,,3,,,rts,,
a844fdeb-1086-487e-99d1-afb4624df52f,,output_csv,,1,,,csv,,
a972b91f-dd6e-4c56-8833-43e2a8b44043,,outputs1_rti,,1,,,rti,,
aa151724-43bd-4d5e-8b1b-17b719de67cd,,outputs1_rti,,1,,,rti,,
ab86ddaa-8c45-4713-b66f-1572ac3622f1,,outputs1_rts,,3,,,rts,,
ac85f637-28a5-4a1d-9f78-2dfa748b8385,https://w3id.org/wings/export/MINT#rasterDem,input-dem,Input digital elevation model for the target basin to run the model,1,0,610ee49a-5802-4648-b855-e5b44d8476bf,tif,hand_dem,
adbb676b-65a2-45cc-80c3-aa4e86f5981c,,outputs1_rts,,3,,,rts,,
b0,,outputs1_rts,,3,,,rts,,
b05695cf-baf0-4802-b07c-5fdf0262916b,,outputs1_rts,,3,,,rts,,
b0ae9ce0-dd87-476d-8dfa-4c9ea85eefa4,,outputs1_zip,,2,,,zip,,
b1,,outputs1_rti,,1,,,rti,,
b2,,outputs1_zip,,2,,,zip,,
b228be12-b468-4318-abf9-89f462b40e0a,,outputs1_rti,,1,,,rti,,
b49c1fdf-81dc-4cec-b016-d8e5dfd90ff4,,outputs1_rts,,3,,,rts,,
b65d7780-b54b-45e6-adfa-52e5c45db31d,,outputs1_rti,,1,,,rti,,
b6beec92-1fed-4283-906a-750f91dba18c,,outputs1_zip,,2,,,zip,,
b732f9b5-36af-43a8-b7aa-7ed03eddaf42,,outputs1_rti,,1,,,rti,,
b96cdc58-bd42-450d-b827-9226b0994aeb,,outputs1_rti,,1,,,rti,,
baef2085-c62c-4562-b049-003b2f30e83b,,outputs1_zip,,2,,,zip,,
c1ca6781-9a1b-4131-89b6-eb505287fabf,,outputs1_rts,,3,,,rts,,
c21721ea-260f-46dd-a48a-8fdfdb031a4e,,outputs1_rts,,3,,,rts,,
c31ca51e-3f19-4669-8c49-472d42f265f5,,outputs1_zip,,2,,,zip,,
c32923dc-0afb-4799-b75d-39dd0f7d0912,,fin_fin,,14,,,fin,,
c580b664-c8bd-46d0-a85f-ec988ca134bf,,outputs1_rti,,1,,,rti,,
c5c2fedd-1d69-4135-943c-149b6fbe2c86,,outputs1_rti,,1,,,rti,,
c64b813c-e53d-4bc6-9d6f-ac7b5d81e56a,,outputs1_rts,,3,,,rts,,
c7f41482-7c96-410f-8358-46a51e5efce6,,watout_dat,,3,,,dat,,
c8a8ee66-9c87-4155-b4bd-b2fe2822bafd,,outputs1_rts,,3,,,rts,,
c932d562-953b-451e-802e-52093f76b451,,outputs1_rti,,1,,,rti,,
c991a457-f754-437f-af9b-c8eeb88a86cc,,outputs1_zip,,2,,,zip,,
c9e48579-5665-481e-8000-4f39dce278fc,,outputs1_rti,,1,,,rti,,
c9f9e84d-5bd5-44c3-80a1-474b0688e332,,outputs1_zip,,2,,,zip,,
caf71418-82ac-45c0-bfd3-7c7e1a29a9f0,,output_rch,,7,,,rch,,
cc15fdf5-d74e-452b-9973-268f7f700994,,output_std,,10,,,std,,
cca5a745-774e-48b9-acfa-679ae5f34ac8,,output_rch,,7,,,rch,,
cf1ebe94-0dab-42f4-80c1-5953aa3c4a0f,,output_sed,,1,,,sed,,
cf403f49-30a5-4e89-b397-96f159acb036,,outputs1_zip,,2,,,zip,,
climcomp_FLDAS_P,https://w3id.org/wings/export/MINT#FLDAS,weather,FLDAS weather data,1,0,,netcdf,fldas_SoilTemp00_10cm_t;fldas_SoilTemp100_200cm;fldas_SoilMoi00_10cm_ta;fldas_Lwnet_tavg;fldas_Qs_tavg;fldas_Rainf_f_tavg;fldas_SoilMoi40_100cm_t;fldas_SWdown_f_tavg;fldas_SoilTemp40_100cm_;fldas_SM01_Percentile;fldas_SoilMoi10_40cm_ta;fldas_RadT_tavg;fldas_Swnet_tavg;fldas_Wind_f_tavg;fldas_Qle_tavg;fldas_Qh_tavg;fldas_Qair_f_tavg;fldas_SoilTemp10_40cm_t;fldas_SoilMoi100_200cm_;fldas_Qg_tavg;fldas_Psurf_f_tavg;fldas_LWdown_f_tavg;fldas_Qsb_tavg;fldas_Evap_tavg;fldas_Tair_f_tavg,
climcomp_FLDAS_T,https://w3id.org/wings/export/MINT#FLDAS,weather,FLDAS weather data,1,0,,netcdf,fldas_SoilTemp00_10cm_t;fldas_SoilTemp100_200cm;fldas_SoilMoi00_10cm_ta;fldas_Lwnet_tavg;fldas_Qs_tavg;fldas_Rainf_f_tavg;fldas_SoilMoi40_100cm_t;fldas_SWdown_f_tavg;fldas_SoilTemp40_100cm_;fldas_SM01_Percentile;fldas_SoilMoi10_40cm_ta;fldas_RadT_tavg;fldas_Swnet_tavg;fldas_Wind_f_tavg;fldas_Qle_tavg;fldas_Qh_tavg;fldas_Qair_f_tavg;fldas_SoilTemp10_40cm_t;fldas_SoilMoi100_200cm_;fldas_Qg_tavg;fldas_Psurf_f_tavg;fldas_LWdown_f_tavg;fldas_Qsb_tavg;fldas_Evap_tavg;fldas_Tair_f_tavg,
climcomp_P_climatology,https://w3id.org/wings/export/MINT#ClimcompClimatology,climatology,Precipitation output from climcomp,2,0,,csv,climcomp_P,
climcomp_P_summary,https://w3id.org/wings/export/MINT#ClimcompSummary,summary,Precipitation output from climcomp,1,0,,csv,climcomp_P,
climcomp_T_climatology,,,,,,,,,
climcomp_T_summary,https://w3id.org/wings/export/MINT#ClimcompSummary,summary,temperature output to climcomp,1,0,,csv,climcomp_T,
crop_yield_merged,https://w3id.org/wings/export/MINT#CropYield,crop_yield_merged,Crop yield merged,,0,,csv,econ_ybarN,
crop_yields,https://w3id.org/wings/export/MINT#CropYield,crop_yields,Crop yield,,1,,csv,econ_ybarN,
cycles-0.10.2-alpha-collection-oromia-single-point_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_potential_tr;cycles_date;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_stage;cycles_ag_n_concn;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,
cycles-0.10.2-alpha-collection-oromia-single-point_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,2,0,cycles_crops_resource_oromia,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,
cycles-0.10.2-alpha-collection-oromia-single-point_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,
cycles-0.10.2-alpha-collection-oromia-single-point_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,
cycles-0.10.2-alpha-collection-oromia-single-point_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_total_biomass;cycles_grain_n;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_potential_tr;cycles_harvest_index;cycles_date,
cycles-0.10.2-alpha-collection-oromia-single-point_soilProfile,https://w3id.org/wings/export/MINT#CyclesAnnualSoilProfile,cycles_soilProfile,"Results in this file are for the sum of all layers in the soil profile, including surface residues",1,0,,dat,cycles_c_diff;cycles_root_biomass_in;cycles_init_c_mass;cycles_final_c;cycles_humified_c2;cycles_res_biomass_in;cycles_year;cycles_res_c_decomp;cycles_root_c_decomp;cycles_respired_c,
cycles-0.10.2-alpha-collection-oromia-single-point_somF,https://w3id.org/wings/export/MINT#CyclesAnnualSOM,cycles_som,Cycles annual SOM file. This file provides annualized measurements of the carbon concentration and saturation ratio by soil layer. One column will be created for each layer in the soil profile for the variables where the column heading indicates LAYER 1..x,2,0,,dat,cycles_year;cycles_soil_c;cycles_bulk_density;cycles_c_sat._ratio;cycles_thickness,
cycles-0.10.2-alpha-collection-oromia-single-point_summary,https://w3id.org/wings/export/MINT#CyclesSummary,cycles_summary,The summary file provides a summarized output of total C inputs over the duration of the simulation and average annual rates for N cycling processes.,6,0,,dat,cycles_avg_net_n_min;cycles_avg_gross_n_min;cycles_retained_res;cycles_res_c_input;cycles_final_prof_c;cycles_soil_c_chg/yr;cycles_init_prof_c;cycles_avg_no3_leach;cycles_avg_no3_denit;cycles_root_c_input;cycles_avg_nh3_volatil;cycles_prof_c_diff;cycles_avg_n2o_fr_deni;cycles_avg_n_immob;cycles_avg_n2o_fr_nit;cycles_avg_nh4_leach;cycles_produced_root;cycles_humified_c;cycles_resp_res_c;cycles_avg_tot_n2o_emi;cycles_avg_nh4_nitrif;cycles_resp_soil_c,
cycles-0.10.2-alpha-collection-oromia-single-point_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,
cycles-0.10.2-alpha-collection-oromia-single-point_weatherOutput,https://w3id.org/wings/export/MINT#CyclesWeatherOutput,cycles_weatherOutput,Cycles weather output file,7,0,,dat,cycles_date;cycles_reference_et;cycles_precipitation;cycles_max_tmp;cycles_avg_tmp;cycles_min_tmp,
cycles-0.10.2-alpha-collection-oromia-single-point_weather_soil,https://w3id.org/wings/export/MINT#CyclesWeatherSoil,cycles_weather_soil,"Cycles zipped weather and soil description files. The weather files typically have a suffix of .weather, but any suffix or file naming convention can be used so long as the name of the weather file listed in the control file exactly matches the name of the weather file to be used in the input directory. Weather files contain three lines at the beginning with the keyword tags LATITUDE, ALTITUDE, and SCREENING_HEIGHT, each followed by a tab-delimited value. Altitude and screening height values should be entered in meters. Screening height is the height of the weather station instruments above the land surface. Following these three lines is a row of tab-delimited column headers in the order YEAR, DOY, PP, TX, TN, SOLAR, RHX, RHN, WIND. Soil files typically have a suffix of .soil, but any naming convention can be used as long as it matches the soil file name listed in the control file. The soil file starts with three lines at the beginning with the keyword tags CURVE_NUMBER, SLOPE, and TOTAL_LAYERS, with each keyword followed by a tab-delimited value.",1,0,cycles_weather_soil_oromia,zip,cycles_ws;cycles_pp;cycles_som;cycles_slope;cycles_hn;cycles_dz;cycles_rv;cycles_silt;cycles_bd;cycles_layer;cycles_clay;cycles_tn;cycles_smc;cycles_hx;cycles_tx;cycles_sr;cycles_cn,
cycles-0.10.2-alpha-collection-oromia_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_potential_tr;cycles_date;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_stage;cycles_ag_n_concn;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,
cycles-0.10.2-alpha-collection-oromia_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,2,0,cycles_crops_resource_oromia,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,
cycles-0.10.2-alpha-collection-oromia_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,
cycles-0.10.2-alpha-collection-oromia_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,
cycles-0.10.2-alpha-collection-oromia_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_total_biomass;cycles_grain_n;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_potential_tr;cycles_harvest_index;cycles_date,
