https://w3id.org/okn/o/sdm#ModelConfigurationSetup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#status,https://w3id.org/okn/o/sd#adjustableParameter,https://w3id.org/okn/o/sd#author,https://w3id.org/okn/o/sd#hasComponentLocation,https://w3id.org/okn/o/sd#hasBuildFile,https://w3id.org/okn/o/sd#hasImplementationScriptLocation,https://w3id.org/okn/o/sd#hasInput,https://w3id.org/okn/o/sd#hasOutput,https://w3id.org/okn/o/sd#hasParameter,https://w3id.org/okn/o/sd#hasSoftwareImage,https://w3id.org/okn/o/sd#hasSourceCode,https://w3id.org/okn/o/sd#hasUsageNotes,https://w3id.org/okn/o/sd#keywords,https://w3id.org/okn/o/sd#usefulForCalculatingIndex,https://w3id.org/okn/o/sdm#hasCausalDiagram,https://w3id.org/okn/o/sdm#hasGrid,https://w3id.org/okn/o/sdm#hasModelCategory,https://w3id.org/okn/o/sdm#hasOutputTimeInterval,https://w3id.org/okn/o/sdm#hasProcess,https://w3id.org/okn/o/sdm#hasRegion,https://w3id.org/okn/o/sdm#parameterAssignmentMethod,https://w3id.org/okn/o/sd#contributor,https://w3id.org/okn/o/sd#hasAssumption,https://w3id.org/okn/o/sdm#calibrationTargetVariable,https://w3id.org/okn/o/sd#shortDescription,https://w3id.org/okn/o/sd#website
6c075d93-352a-4381-865a-151a0e96c4ab,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model-simple for the Travis region (v2),HAND model-simple for the Travis region with the DEM provided by TACC,non-editable,,,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.0/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.0/hand_v2_mint_component/src/run,0e407070-2f3f-4f72-9a03-4f7639b07f1d,hand_v2_shape;hand_v2_distance_down;hand_v2_geojson,7935a7d7-2ca4-4a49-9409-81657686c226,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
82ad0c55-32ae-4697-a739-31446af6cb41,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND -V2 Walsh-Tarlton,Demo DEM for Walsh-Tarlton (newer version),non-editable,,3f252726-f632-4cb6-ace3-018adc66a460,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,5e72eabc-98ce-49ea-bdd3-0eb2775a4cf8,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,a9c70b91-829b-4e5b-8e70-86097a78d364,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
853e0986-f642-4035-aa4e-a8679123da90,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Ganale basin (Ethiopia),Configuration of the HAND model for creating flood estimates of the Ganale region in Ethiopia. The output is an image with the distance down representing the flooding impact and a raster image.,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,e7835b08-8b10-4bb7-a82c-2dffe67652df,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,4185a11b-616d-44b4-8353-bf48aba452d4,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Ethiopia,Expert-configured,,,,,
8cac141d-96f4-439b-8a15-247344cb2c32,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Aquifer Recharge scenario with inputs,Aquifer Recharge scenario with inputs,non-editable,,,https://raw.githubusercontent.com/mintproject/aquifer/master/main_ERC.cwl,,https://raw.githubusercontent.com/mintproject/aquifer/master/main_ERC.cwl,801d1cc8-eab8-4e82-9bbe-0d258ec8c784;d385f0f4-128a-4829-9542-57b87cf74ea5;380e194e-9c3c-41b3-b3ab-a81c7632f1b1,1999606b-ec47-44a0-89a7-f35642eca247;9faf02f5-c6e2-4aef-9890-6cdd98dfd3af;3bd57161-5fab-4fa1-9f4b-ed6f608329c6;ff92fc09-e359-4a3e-98ff-7606a4f26e6a,da64fa00-7cdb-493d-82cb-0a08d557d4b5;b789e988-1eed-4136-ab31-f3edc3d9b388;cf15c265-181c-40fb-9e01-adb5477c1c4a;3f905dbf-07e8-4536-9028-73fa60bee68f;8f724f0e-0215-413e-8fdf-8e54ed20bc3e;2e2da5b3-ffc0-4c45-b69d-4705dfa64c2b,mintproject/base-ubuntu18:latest,,,,cdff38ed-9219-4f41-9e09-baba4127f328,,8ae58b4c-aba2-4452-a091-8d6d0b19fd07,Hydrology,,modflow_gwf;47f446d7-7dab-4bc3-97be-27224e9021f7,Texas,Expert-configured,,,,,https://github.com/mintproject/aquifer
a044daca-eb62-4ef9-b806-508e0cee27fa,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND Setup for Hays catchment,Hays catchtment in Texas,non-editable,,garijo_daniel;hardesty_daniel;3f252726-f632-4cb6-ace3-018adc66a460,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,fafe1696-92d4-49c1-a2fc-484b8f21039e,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,7b857113-18c1-4717-a313-98473eae2457,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
a504065b-9c16-49c2-b24f-3bd349b158af,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Configuration setup for calculating the Standardized Precipitation Evapotranspiration Index from GLDAS data ,"This simple configuration uses GLDAS data to calculate the standardized precipitation evapotranspiration index over South Sudan and Ethiopia. 

The SPEI considers not only precipitation but also evapotranspiration (PET) data on its calculation, allowing for a more complete approach to explore the effects of climate change on drought conditions. The SPEI can be calculated at several time scales to adapt to the characteristic times of response to drought of target natural and economic systems, allowing determining their resistance to drought. A major advantage of the SPEI over other multiscalar drought indices such as the SPI is that it considers the role of temperature through its influence on potential evapotranspiration. Thus, the SPEI is adequate for assessing the impact of global warming on droughts.",non-editable,,khider_deborah,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/dsi-1.0.0.zip,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/src/run,9e0aaa99-7ea4-4317-8f8a-c5a5ded0d560,dsi_1.0_cfg_movie;dsi_1.0_cfg_out,54a54588-78c8-4861-b52b-07683ace696f;e5a47159-4280-412f-9d6b-e06d7aa4cb79;0aeb22d3-6f54-42b3-b29d-998a1838b87f;776060e5-60c9-4827-afc3-80d1684d4334;9924d9bb-adc1-44b1-b06f-e86562655690;ee00bfc7-5f8a-4467-87f3-fe40fee9add7;64d3d4c2-f25d-4575-babe-5528e1e59b12;ab818fc5-cf51-44b9-ac76-cb269de7e83c;c8527c88-4f4a-4019-878f-44e29b0e5a31;34efbbae-9e88-4ae9-92d9-d089a4dc2ad6;1db0ef75-d280-454a-825e-25bbca50a333;36adda0b-cfce-44e8-8a48-824d71146108;f3aecc03-46cf-4902-ace7-ed7a4f4f9f5f;ca361c34-265d-461f-a460-abc35d995ed0,mintproject/droughtindices:latest,source_dsi_comp,Please note that the GLDAS data is not long enough for a proper calibration of at least 30 years. ,climate; drought; index,standardized_precipitation_evapotranspiration_index;standardized_precipitation_index;potential_evapotranspiration,,,Weather,,,South_Sudan;Ethiopia,Calibration,,,,,
b30b2366-22d3-451b-a431-b2adf7747260,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Lol-Kuru basin (Ethiopia),Simple configuration of the HAND model for creating flood estimates of the Lol-Kuru region in Ethiopia. The output is an image with the distance down representing the flooding impact. An image raster is generated as an output.,non-editable,,,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,39b42f57-ab86-4fc5-9fd5-b47d9c275244,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,c3d38705-398b-40c4-9f4e-154d0eabb63a,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,South_Sudan,Expert-configured,,,,,
b8b58d5a-3901-4154-a1fe-6bf3e4c2be21,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND for the Travis region (lower resolution DEM),This setup is prepared with an input digital elevation model that is lower resolution than the one provided by TACC,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,a3d134d4-a747-4ee2-b98a-d1077866ef2d,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,7b67b451-f9ae-432d-aa5b-c6f0d84dd893,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
bc7179eb-bbcf-4042-963d-ef01fa331886,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Beko-Tippi basin (Ethiopia),Simple configuration of the HAND model for creating flood estimates of the Beko-Tippi region in Ethiopia. The output is an image with the distance down representing the flooding impact and a raster image.,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,d0dc76d4-8812-43f2-9944-a364ae9209b1,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,0607edfd-b32e-44d8-b3bd-950f40008951,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Ethiopia,Expert-configured,,,,,
c2e5cb61-4535-4321-8be5-410437d361b8,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Shebelle basin (Ethiopia),Simple configuration of the HAND model for creating flood estimates of the Shebelle region in Ethiopia. The output is an image with the distance down representing the flooding impact and a raster image,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,21caa45f-49ae-4ae4-8871-0bbfc4dc722f,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,76b64b23-d56e-4e12-b611-2d84dc439245,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Ethiopia,Expert-configured,,,,,
cc2806c3-e541-4b1c-b827-6399cf5510fc,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND v2 generating raster for ATX-Downtown-120902050306,ATX-Downtown-120902050306 region ,non-editable,,garijo_daniel;3f252726-f632-4cb6-ace3-018adc66a460,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,9e9a653a-3916-4c14-8439-22c14c2c5bd1,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,4874bd9d-b3b6-4089-8ed4-dc659382f772,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
